rule	support	confidence	lift
('Italy',) ==> ('Tuscany',)	0.048	0.310	6.429
('Italy',) ==> ('NoRegion_2', 'Tuscany')	0.048	0.310	6.429
('Tuscany',) ==> ('Italy',)	0.048	1.000	6.429
('Brunello di Montalcino',) ==> ('Italy',)	0.012	1.000	6.429
('Veneto',) ==> ('Italy',)	0.026	1.000	6.429
('Sicilia',) ==> ('Italy',)	0.011	1.000	6.429
('Sicily & Sardinia',) ==> ('Italy',)	0.017	1.000	6.429
(' Rondinella',) ==> ('Italy',)	0.011	1.000	6.429
('Central Italy',) ==> ('Italy',)	0.010	1.000	6.429
('Toscana',) ==> ('Italy',)	0.012	1.000	6.429
('"Corvina',) ==> ('Italy',)	0.011	1.000	6.429
('Northeastern Italy',) ==> ('Italy',)	0.013	1.000	6.429
(' Molinara"',) ==> ('Italy',)	0.011	1.000	6.429
('Veneto', '"Corvina') ==> ('Italy',)	0.011	1.000	6.429
('Red Blend', 'Tuscany') ==> ('Italy',)	0.015	1.000	6.429
('"Corvina', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', 'NoRegion_2') ==> ('Italy',)	0.026	1.000	6.429
('Toscana', 'NoRegion_2') ==> ('Italy',)	0.012	1.000	6.429
('NoRegion_2', 'Central Italy') ==> ('Italy',)	0.010	1.000	6.429
('Veneto', ' Molinara"') ==> ('Italy',)	0.011	1.000	6.429
(' Molinara"', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Brunello di Montalcino', 'NoRegion_2') ==> ('Italy',)	0.012	1.000	6.429
('NoDesignation', 'Tuscany') ==> ('Italy',)	0.016	1.000	6.429
(' Rondinella', '"Corvina') ==> ('Italy',)	0.011	1.000	6.429
('Sicily & Sardinia', 'NoRegion_2') ==> ('Italy',)	0.017	1.000	6.429
('NoRegion_2', 'Sicilia') ==> ('Italy',)	0.011	1.000	6.429
('Sangiovese', 'Tuscany') ==> ('Italy',)	0.017	1.000	6.429
('Toscana', 'Tuscany') ==> ('Italy',)	0.012	1.000	6.429
('Northeastern Italy', 'NoRegion_2') ==> ('Italy',)	0.013	1.000	6.429
(' Molinara"', ' Rondinella') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', ' Rondinella') ==> ('Italy',)	0.011	1.000	6.429
(' Rondinella', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Sicily & Sardinia', 'Sicilia') ==> ('Italy',)	0.011	1.000	6.429
(' Molinara"', '"Corvina') ==> ('Italy',)	0.011	1.000	6.429
('Brunello di Montalcino', 'Tuscany') ==> ('Italy',)	0.012	1.000	6.429
('NoRegion_2', 'Tuscany') ==> ('Italy',)	0.048	1.000	6.429
('Veneto', ' Molinara"', ' Rondinella') ==> ('Italy',)	0.011	1.000	6.429
(' Rondinella', '"Corvina', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', ' Rondinella', '"Corvina') ==> ('Italy',)	0.011	1.000	6.429
('"Corvina', ' Molinara"', ' Rondinella') ==> ('Italy',)	0.011	1.000	6.429
('NoRegion_2', 'Brunello di Montalcino', 'Tuscany') ==> ('Italy',)	0.012	1.000	6.429
('NoRegion_2', 'Sangiovese', 'Tuscany') ==> ('Italy',)	0.017	1.000	6.429
(' Molinara"', '"Corvina', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('NoRegion_2', 'NoDesignation', 'Tuscany') ==> ('Italy',)	0.016	1.000	6.429
(' Molinara"', ' Rondinella', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', ' Molinara"', '"Corvina') ==> ('Italy',)	0.011	1.000	6.429
('NoRegion_2', 'Red Blend', 'Tuscany') ==> ('Italy',)	0.015	1.000	6.429
('NoRegion_2', 'Sicily & Sardinia', 'Sicilia') ==> ('Italy',)	0.011	1.000	6.429
('NoRegion_2', 'Toscana', 'Tuscany') ==> ('Italy',)	0.012	1.000	6.429
('Veneto', '"Corvina', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', ' Molinara"', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', ' Rondinella', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('"Corvina', ' Molinara"', ' Rondinella', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', '"Corvina', ' Molinara"', ' Rondinella') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', ' Molinara"', ' Rondinella', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', ' Molinara"', '"Corvina', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
('Veneto', ' Rondinella', '"Corvina', 'NoRegion_2') ==> ('Italy',)	0.011	1.000	6.429
(' Molinara"', 'NoRegion_2', ' Rondinella', '"Corvina', 'Veneto') ==> ('Italy',)	0.011	1.000	6.429
('Piedmont', 'NoRegion_2') ==> ('Italy',)	0.027	1.000	6.427
('Piedmont', 'Nebbiolo') ==> ('NoRegion_2', 'Italy')	0.014	1.000	6.426
('Piedmont',) ==> ('NoRegion_2', 'Italy')	0.027	1.000	6.426
('Piedmont', 'Nebbiolo') ==> ('Italy',)	0.014	1.000	6.426
('Piedmont', 'Nebbiolo', 'NoRegion_2') ==> ('Italy',)	0.014	1.000	6.426
('Piedmont',) ==> ('Italy',)	0.027	1.000	6.426
('NoRegion_2', 'Nebbiolo') ==> ('Italy',)	0.015	0.990	6.365
('Sangiovese', 'NoRegion_2') ==> ('Italy',)	0.018	0.989	6.361
('NoRegion_2', 'Bordeaux-style Red Blend') ==> ('France',)	0.033	0.885	6.332
('Nebbiolo',) ==> ('NoRegion_2', 'Italy')	0.015	0.977	6.280
('Nebbiolo',) ==> ('Italy',)	0.015	0.977	6.280
('Germany',) ==> ('NoRegion_1',)	0.016	1.000	6.023
('South Africa',) ==> ('NoRegion_1',)	0.015	1.000	6.023
('Chile',) ==> ('NoRegion_1',)	0.039	1.000	6.023
('New Zealand',) ==> ('NoRegion_1',)	0.022	1.000	6.023
('Austria',) ==> ('NoRegion_1',)	0.020	1.000	6.023
('Portuguese Red',) ==> ('NoRegion_1',)	0.015	1.000	6.023
('Portugal',) ==> ('NoRegion_1',)	0.035	1.000	6.023
('Marlborough',) ==> ('NoRegion_1',)	0.011	1.000	6.023
('Marlborough',) ==> ('NoRegion_1', 'NoRegion_2')	0.011	1.000	6.023
('Marlborough', 'NoRegion_2') ==> ('NoRegion_1',)	0.011	1.000	6.023
('New Zealand', 'NoDesignation') ==> ('NoRegion_1',)	0.011	1.000	6.023
('Germany',) ==> ('NoRegion_1', 'NoRegion_2')	0.016	1.000	6.023
('Germany', 'NoRegion_2') ==> ('NoRegion_1',)	0.016	1.000	6.023
('Austria',) ==> ('NoRegion_1', 'NoRegion_2')	0.020	1.000	6.023
('Austria', 'NoRegion_2') ==> ('NoRegion_1',)	0.020	1.000	6.023
('South Africa',) ==> ('NoRegion_1', 'NoRegion_2')	0.015	1.000	6.023
('South Africa', 'NoRegion_2') ==> ('NoRegion_1',)	0.015	1.000	6.023
('Germany', 'Riesling') ==> ('NoRegion_1',)	0.014	1.000	6.023
('New Zealand',) ==> ('NoRegion_1', 'NoRegion_2')	0.022	1.000	6.023
('New Zealand', 'NoRegion_2') ==> ('NoRegion_1',)	0.022	1.000	6.023
('Chile',) ==> ('NoRegion_1', 'NoRegion_2')	0.039	1.000	6.023
('Chile', 'NoRegion_2') ==> ('NoRegion_1',)	0.039	1.000	6.023
('Portuguese Red', 'Portugal') ==> ('NoRegion_1',)	0.015	1.000	6.023
('Portuguese Red',) ==> ('NoRegion_1', 'NoRegion_2')	0.015	1.000	6.023
('Portuguese Red', 'NoRegion_2') ==> ('NoRegion_1',)	0.015	1.000	6.023
('New Zealand', 'Marlborough') ==> ('NoRegion_1',)	0.011	1.000	6.023
('Portugal',) ==> ('NoRegion_1', 'NoRegion_2')	0.035	1.000	6.023
('Portugal', 'NoRegion_2') ==> ('NoRegion_1',)	0.035	1.000	6.023
('New Zealand', 'Marlborough') ==> ('NoRegion_1', 'NoRegion_2')	0.011	1.000	6.023
('New Zealand', 'Marlborough', 'NoRegion_2') ==> ('NoRegion_1',)	0.011	1.000	6.023
('Portuguese Red', 'Portugal') ==> ('NoRegion_1', 'NoRegion_2')	0.015	1.000	6.023
('Portuguese Red', 'Portugal', 'NoRegion_2') ==> ('NoRegion_1',)	0.015	1.000	6.023
('New Zealand', 'NoDesignation') ==> ('NoRegion_1', 'NoRegion_2')	0.011	1.000	6.023
('New Zealand', 'NoDesignation', 'NoRegion_2') ==> ('NoRegion_1',)	0.011	1.000	6.023
('Germany', 'Riesling') ==> ('NoRegion_1', 'NoRegion_2')	0.014	1.000	6.023
('NoRegion_2', 'Germany', 'Riesling') ==> ('NoRegion_1',)	0.014	1.000	6.023
('Oregon',) ==> ('Pinot Noir',)	0.017	0.557	5.875
('US', 'Oregon') ==> ('Pinot Noir',)	0.017	0.557	5.875
('NoDesignation', 'Cabernet Sauvignon') ==> ('Napa',)	0.012	0.349	5.845
('NoDesignation', 'Cabernet Sauvignon') ==> ('US', 'Napa')	0.012	0.349	5.845
('NoDesignation', 'Cabernet Sauvignon') ==> ('California', 'Napa')	0.012	0.349	5.845
('NoDesignation', 'Cabernet Sauvignon') ==> ('California', 'US', 'Napa')	0.012	0.349	5.845
('Burgundy',) ==> ('Chardonnay',)	0.016	0.557	5.808
('Burgundy', 'NoRegion_2') ==> ('Chardonnay',)	0.016	0.557	5.808
('France', 'Burgundy') ==> ('Chardonnay',)	0.016	0.557	5.808
('Burgundy', 'France', 'NoRegion_2') ==> ('Chardonnay',)	0.016	0.557	5.808
('Zinfandel', 'California', 'US') ==> ('Sonoma',)	0.010	0.424	5.687
('Zinfandel', 'California') ==> ('US', 'Sonoma')	0.010	0.424	5.686
('Zinfandel', 'California') ==> ('Sonoma',)	0.010	0.424	5.685
('NoDesignation', 'Napa') ==> ('Cabernet Sauvignon',)	0.012	0.482	5.681
('US', 'NoDesignation', 'Napa') ==> ('Cabernet Sauvignon',)	0.012	0.482	5.681
('California', 'NoDesignation', 'Napa') ==> ('Cabernet Sauvignon',)	0.012	0.482	5.681
('California', 'NoDesignation', 'US', 'Napa') ==> ('Cabernet Sauvignon',)	0.012	0.482	5.681
('Zinfandel', 'US') ==> ('Sonoma',)	0.010	0.413	5.540
('Zinfandel', 'US') ==> ('California', 'Sonoma')	0.010	0.413	5.540
('Zinfandel',) ==> ('US', 'Sonoma')	0.010	0.412	5.525
('Zinfandel',) ==> ('California', 'US', 'Sonoma')	0.010	0.412	5.525
('Zinfandel',) ==> ('Sonoma',)	0.010	0.412	5.524
('Zinfandel',) ==> ('California', 'Sonoma')	0.010	0.412	5.524
('Cabernet Sauvignon',) ==> ('Napa',)	0.028	0.328	5.486
('Napa',) ==> ('Cabernet Sauvignon',)	0.028	0.466	5.486
('Cabernet Sauvignon',) ==> ('California', 'Napa')	0.028	0.328	5.486
('California', 'Napa') ==> ('Cabernet Sauvignon',)	0.028	0.466	5.486
('Cabernet Sauvignon',) ==> ('US', 'Napa')	0.028	0.328	5.486
('US', 'Napa') ==> ('Cabernet Sauvignon',)	0.028	0.466	5.486
('Cabernet Sauvignon',) ==> ('California', 'US', 'Napa')	0.028	0.328	5.486
('California', 'US', 'Napa') ==> ('Cabernet Sauvignon',)	0.028	0.466	5.486
('Sangiovese',) ==> ('NoRegion_2', 'Italy')	0.018	0.813	5.227
('Sangiovese',) ==> ('Italy',)	0.018	0.813	5.227
('California Other', 'US') ==> ('California', 'NoDesignation')	0.013	0.538	5.175
('California Other',) ==> ('California', 'NoDesignation')	0.013	0.538	5.175
('California Other',) ==> ('California', 'US', 'NoDesignation')	0.013	0.538	5.173
('California', 'Pinot Noir') ==> ('US', 'Sonoma')	0.020	0.386	5.173
('California', 'Pinot Noir') ==> ('Sonoma',)	0.020	0.386	5.172
('California', 'Pinot Noir', 'US') ==> ('Sonoma',)	0.020	0.386	5.172
('Bordeaux-style Red Blend',) ==> ('France',)	0.033	0.675	4.830
('Bordeaux-style Red Blend',) ==> ('France', 'NoRegion_2')	0.033	0.675	4.830
('Russian River Valley',) ==> ('Pinot Noir',)	0.011	0.454	4.794
('Russian River Valley', 'Sonoma') ==> ('Pinot Noir',)	0.011	0.454	4.794
('California', 'Russian River Valley') ==> ('Pinot Noir',)	0.011	0.454	4.794
('US', 'Russian River Valley') ==> ('Pinot Noir',)	0.011	0.454	4.794
('US', 'Russian River Valley', 'Sonoma') ==> ('Pinot Noir',)	0.011	0.454	4.794
('California', 'US', 'Russian River Valley') ==> ('Pinot Noir',)	0.011	0.454	4.794
('California', 'Russian River Valley', 'Sonoma') ==> ('Pinot Noir',)	0.011	0.454	4.794
('California', 'US', 'Russian River Valley', 'Sonoma') ==> ('Pinot Noir',)	0.011	0.454	4.794
('Napa Valley', 'Napa') ==> ('Cabernet Sauvignon',)	0.017	0.405	4.768
('Napa Valley', 'US', 'Napa') ==> ('Cabernet Sauvignon',)	0.017	0.405	4.768
('Napa', 'California', 'Napa Valley') ==> ('Cabernet Sauvignon',)	0.017	0.405	4.768
('Napa Valley', 'California', 'US', 'Napa') ==> ('Cabernet Sauvignon',)	0.017	0.405	4.768
('Napa Valley',) ==> ('Cabernet Sauvignon',)	0.017	0.405	4.767
('US', 'Napa Valley') ==> ('Cabernet Sauvignon',)	0.017	0.405	4.767
('California', 'Napa Valley') ==> ('Cabernet Sauvignon',)	0.017	0.405	4.767
('California', 'US', 'Napa Valley') ==> ('Cabernet Sauvignon',)	0.017	0.405	4.767
('California', 'Pinot Noir') ==> ('Central Coast', 'US')	0.020	0.397	4.590
('California', 'Pinot Noir') ==> ('Central Coast',)	0.020	0.397	4.589
('California', 'Pinot Noir', 'US') ==> ('Central Coast',)	0.020	0.397	4.589
('NoRegion_2', 'Riesling') ==> ('NoRegion_1',)	0.020	0.759	4.569
('Tuscany',) ==> ('Red Blend',)	0.015	0.304	4.563
('Tuscany', 'Italy') ==> ('Red Blend',)	0.015	0.304	4.563
('NoRegion_2', 'Tuscany') ==> ('Red Blend',)	0.015	0.304	4.563
('NoRegion_2', 'Tuscany', 'Italy') ==> ('Red Blend',)	0.015	0.304	4.563
('Burgundy',) ==> ('Pinot Noir',)	0.012	0.414	4.366
('Burgundy', 'France') ==> ('Pinot Noir',)	0.012	0.414	4.366
('Burgundy', 'NoRegion_2') ==> ('Pinot Noir',)	0.012	0.414	4.366
('Burgundy', 'France', 'NoRegion_2') ==> ('Pinot Noir',)	0.012	0.414	4.366
('Chardonnay', 'California', 'US') ==> ('Sonoma',)	0.014	0.312	4.185
('California', 'Chardonnay') ==> ('US', 'Sonoma')	0.014	0.312	4.185
('California', 'Chardonnay') ==> ('Sonoma',)	0.014	0.312	4.185
('Cabernet Sauvignon', 'Napa') ==> ('California', 'NoDesignation', 'US')	0.012	0.433	4.163
('Cabernet Sauvignon', 'Napa') ==> ('California', 'NoDesignation')	0.012	0.433	4.163
('US', 'Cabernet Sauvignon', 'Napa') ==> ('California', 'NoDesignation')	0.012	0.433	4.163
('Napa Valley', 'Napa') ==> ('California', 'NoDesignation', 'US')	0.018	0.432	4.152
('Napa Valley', 'Napa') ==> ('California', 'NoDesignation')	0.018	0.432	4.152
('Napa Valley', 'US', 'Napa') ==> ('California', 'NoDesignation')	0.018	0.432	4.152
('Napa Valley',) ==> ('California', 'US', 'NoDesignation')	0.018	0.432	4.152
('Napa Valley',) ==> ('California', 'NoDesignation')	0.018	0.432	4.151
('US', 'Napa Valley') ==> ('California', 'NoDesignation')	0.018	0.432	4.151
('California', 'Chardonnay') ==> ('Central Coast',)	0.015	0.351	4.054
('Chardonnay', 'California', 'US') ==> ('Central Coast',)	0.015	0.351	4.053
('California', 'Chardonnay') ==> ('Central Coast', 'US')	0.015	0.351	4.053
('Napa',) ==> ('California', 'US', 'NoDesignation')	0.025	0.418	4.020
('Napa',) ==> ('California', 'NoDesignation')	0.025	0.418	4.020
('US', 'Napa') ==> ('California', 'NoDesignation')	0.025	0.418	4.020
('Sauvignon Blanc', 'NoRegion_2') ==> ('NoRegion_1',)	0.016	0.639	3.850
('California Other',) ==> ('US', 'NoDesignation')	0.013	0.538	3.683
('California Other', 'California') ==> ('US', 'NoDesignation')	0.013	0.538	3.683
('Pinot Noir', 'NoRegion_2') ==> ('France',)	0.014	0.513	3.667
('Red Blend', 'NoRegion_2') ==> ('Italy',)	0.025	0.545	3.501
('US', 'Cabernet Sauvignon') ==> ('California', 'NoDesignation')	0.022	0.362	3.484
('Napa Valley',) ==> ('California', 'US')	0.041	1.000	3.392
('Napa',) ==> ('California', 'US')	0.060	1.000	3.392
('Russian River Valley',) ==> ('California', 'US')	0.024	1.000	3.392
('Sierra Foothills',) ==> ('California', 'US')	0.011	1.000	3.392
('Paso Robles',) ==> ('California', 'US')	0.020	1.000	3.392
('Napa-Sonoma',) ==> ('California', 'US')	0.011	1.000	3.392
('Mendocino/Lake Counties',) ==> ('California', 'US')	0.016	1.000	3.392
('Russian River Valley', 'Sonoma') ==> ('California', 'US')	0.024	1.000	3.392
('NoDesignation', 'Napa Valley') ==> ('California', 'US')	0.018	1.000	3.392
('Central Coast', 'Pinot Noir') ==> ('California', 'US')	0.020	1.000	3.392
('NoDesignation', 'Sonoma') ==> ('California', 'US')	0.023	1.000	3.392
('Paso Robles', 'Central Coast') ==> ('California', 'US')	0.020	1.000	3.392
('Central Coast', 'NoDesignation') ==> ('California', 'US')	0.026	1.000	3.392
('Chardonnay', 'Sonoma') ==> ('California', 'US')	0.014	1.000	3.392
('Cabernet Sauvignon', 'Napa Valley') ==> ('California', 'US')	0.017	1.000	3.392
('Zinfandel', 'Sonoma') ==> ('California', 'US')	0.010	1.000	3.392
('Napa Valley', 'Napa') ==> ('California', 'US')	0.041	1.000	3.392
('Pinot Noir', 'Russian River Valley') ==> ('California', 'US')	0.011	1.000	3.392
('Pinot Noir', 'Sonoma') ==> ('California', 'US')	0.020	1.000	3.392
('Cabernet Sauvignon', 'Napa') ==> ('California', 'US')	0.028	1.000	3.392
('NoDesignation', 'Napa') ==> ('California', 'US')	0.025	1.000	3.392
('Pinot Noir', 'Russian River Valley', 'Sonoma') ==> ('California', 'US')	0.011	1.000	3.392
('NoDesignation', 'Cabernet Sauvignon', 'Napa') ==> ('California', 'US')	0.012	1.000	3.392
('Napa Valley', 'NoDesignation', 'Napa') ==> ('California', 'US')	0.018	1.000	3.392
('Napa Valley', 'Cabernet Sauvignon', 'Napa') ==> ('California', 'US')	0.017	1.000	3.392
('Central Coast',) ==> ('California', 'US')	0.087	1.000	3.391
('Sonoma',) ==> ('California', 'US')	0.075	1.000	3.391
('Napa-Sonoma',) ==> ('California',)	0.011	1.000	3.391
('Sonoma',) ==> ('California',)	0.075	1.000	3.391
('Sonoma County',) ==> ('California',)	0.012	1.000	3.391
('California Other',) ==> ('California',)	0.023	1.000	3.391
('Mendocino/Lake Counties',) ==> ('California',)	0.016	1.000	3.391
('Napa',) ==> ('California',)	0.060	1.000	3.391
('Russian River Valley',) ==> ('California',)	0.024	1.000	3.391
('Sierra Foothills',) ==> ('California',)	0.011	1.000	3.391
('Napa Valley',) ==> ('California',)	0.041	1.000	3.391
('Paso Robles',) ==> ('California',)	0.020	1.000	3.391
('Central Coast',) ==> ('California',)	0.087	1.000	3.391
('Central Coast', 'Pinot Noir') ==> ('California',)	0.020	1.000	3.391
('Zinfandel', 'Sonoma') ==> ('California',)	0.010	1.000	3.391
('California Other', 'US') ==> ('California',)	0.023	1.000	3.391
('Cabernet Sauvignon', 'Napa') ==> ('California',)	0.028	1.000	3.391
('US', 'Napa Valley') ==> ('California',)	0.041	1.000	3.391
('Pinot Noir', 'Sonoma') ==> ('California',)	0.020	1.000	3.391
('Sonoma County', 'Sonoma') ==> ('California',)	0.012	1.000	3.391
('Chardonnay', 'Central Coast') ==> ('California',)	0.015	1.000	3.391
('Central Coast', 'NoDesignation') ==> ('California',)	0.026	1.000	3.391
('US', 'Napa') ==> ('California',)	0.060	1.000	3.391
('US', 'Russian River Valley') ==> ('California',)	0.024	1.000	3.391
('US', 'Sierra Foothills') ==> ('California',)	0.011	1.000	3.391
('Central Coast', 'US') ==> ('California',)	0.087	1.000	3.391
('Cabernet Sauvignon', 'Napa Valley') ==> ('California',)	0.017	1.000	3.391
('US', 'Sonoma') ==> ('California',)	0.075	1.000	3.391
('Paso Robles', 'US') ==> ('California',)	0.020	1.000	3.391
('Sonoma County', 'US') ==> ('California',)	0.012	1.000	3.391
('Napa', 'Napa Valley') ==> ('California',)	0.041	1.000	3.391
('Napa-Sonoma', 'US') ==> ('California',)	0.011	1.000	3.391
('Mendocino/Lake Counties', 'US') ==> ('California',)	0.016	1.000	3.391
('NoDesignation', 'Napa Valley') ==> ('California',)	0.018	1.000	3.391
('Chardonnay', 'Sonoma') ==> ('California',)	0.014	1.000	3.391
('NoDesignation', 'Sonoma') ==> ('California',)	0.023	1.000	3.391
('Paso Robles', 'Central Coast') ==> ('California',)	0.020	1.000	3.391
('NoDesignation', 'Napa') ==> ('California',)	0.025	1.000	3.391
('Pinot Noir', 'Russian River Valley') ==> ('California',)	0.011	1.000	3.391
('California Other', 'NoDesignation') ==> ('California',)	0.013	1.000	3.391
('Russian River Valley', 'Sonoma') ==> ('California',)	0.024	1.000	3.391
('Sonoma County', 'US', 'Sonoma') ==> ('California',)	0.012	1.000	3.391
('NoDesignation', 'Cabernet Sauvignon', 'Napa') ==> ('California',)	0.012	1.000	3.391
('US', 'Russian River Valley', 'Sonoma') ==> ('California',)	0.024	1.000	3.391
('US', 'NoDesignation', 'Napa Valley') ==> ('California',)	0.018	1.000	3.391
('Central Coast', 'Pinot Noir', 'US') ==> ('California',)	0.020	1.000	3.391
('Sonoma', 'US', 'NoDesignation') ==> ('California',)	0.023	1.000	3.391
('Paso Robles', 'Central Coast', 'US') ==> ('California',)	0.020	1.000	3.391
('Central Coast', 'US', 'NoDesignation') ==> ('California',)	0.026	1.000	3.391
('Chardonnay', 'US', 'Sonoma') ==> ('California',)	0.014	1.000	3.391
('US', 'Cabernet Sauvignon', 'Napa Valley') ==> ('California',)	0.017	1.000	3.391
('Napa', 'Cabernet Sauvignon', 'Napa Valley') ==> ('California',)	0.017	1.000	3.391
('Zinfandel', 'US', 'Sonoma') ==> ('California',)	0.010	1.000	3.391
('Chardonnay', 'Central Coast', 'US') ==> ('California',)	0.015	1.000	3.391
('Napa Valley', 'US', 'Napa') ==> ('California',)	0.041	1.000	3.391
('California Other', 'US', 'NoDesignation') ==> ('California',)	0.013	1.000	3.391
('Pinot Noir', 'Russian River Valley', 'US') ==> ('California',)	0.011	1.000	3.391
('Napa Valley', 'NoDesignation', 'Napa') ==> ('California',)	0.018	1.000	3.391
('Sonoma', 'Pinot Noir', 'US') ==> ('California',)	0.020	1.000	3.391
('US', 'Cabernet Sauvignon', 'Napa') ==> ('California',)	0.028	1.000	3.391
('US', 'NoDesignation', 'Napa') ==> ('California',)	0.025	1.000	3.391
('Pinot Noir', 'Russian River Valley', 'Sonoma') ==> ('California',)	0.011	1.000	3.391
('US', 'Pinot Noir', 'Russian River Valley', 'Sonoma') ==> ('California',)	0.011	1.000	3.391
('US', 'NoDesignation', 'Cabernet Sauvignon', 'Napa') ==> ('California',)	0.012	1.000	3.391
('Napa Valley', 'NoDesignation', 'US', 'Napa') ==> ('California',)	0.018	1.000	3.391
('Napa Valley', 'US', 'Cabernet Sauvignon', 'Napa') ==> ('California',)	0.017	1.000	3.391
('Central Coast', 'Chardonnay') ==> ('California', 'US')	0.015	1.000	3.390
('California Other', 'NoDesignation') ==> ('California', 'US')	0.013	0.999	3.390
('Sonoma County',) ==> ('California', 'US')	0.012	0.999	3.390
('Sonoma County', 'Sonoma') ==> ('California', 'US')	0.012	0.999	3.390
('California Other',) ==> ('California', 'US')	0.023	0.999	3.390
('Zinfandel', 'US') ==> ('California',)	0.025	0.974	3.304
('Zinfandel',) ==> ('California',)	0.025	0.972	3.295
('Zinfandel',) ==> ('California', 'US')	0.025	0.971	3.295
('Riesling',) ==> ('NoRegion_1',)	0.020	0.544	3.276
('Riesling',) ==> ('NoRegion_1', 'NoRegion_2')	0.020	0.544	3.276
('New Zealand',) ==> ('NoDesignation', 'NoRegion_2')	0.011	0.523	3.258
('NoRegion_1', 'New Zealand') ==> ('NoDesignation', 'NoRegion_2')	0.011	0.523	3.258
('Bordeaux', 'Bordeaux-style Red Blend') ==> ('NoDesignation', 'NoRegion_2')	0.016	0.515	3.212
('France', 'Bordeaux', 'Bordeaux-style Red Blend') ==> ('NoDesignation', 'NoRegion_2')	0.016	0.515	3.212
('Chardonnay', 'NoRegion_2') ==> ('France',)	0.019	0.445	3.187
('France', 'Bordeaux-style Red Blend') ==> ('NoDesignation', 'NoRegion_2')	0.017	0.506	3.156
('Bordeaux',) ==> ('NoDesignation', 'NoRegion_2')	0.020	0.504	3.144
('France', 'Bordeaux') ==> ('NoDesignation', 'NoRegion_2')	0.020	0.504	3.144
('California', 'Cabernet Sauvignon') ==> ('US', 'NoDesignation')	0.022	0.446	3.055
('Chardonnay', 'US') ==> ('California', 'NoDesignation')	0.017	0.311	2.990
('Cabernet Sauvignon', 'Napa') ==> ('US', 'NoDesignation')	0.012	0.433	2.965
('California', 'Cabernet Sauvignon', 'Napa') ==> ('NoDesignation', 'US')	0.012	0.433	2.965
('Napa', 'Napa Valley') ==> ('US', 'NoDesignation')	0.018	0.432	2.957
('Napa Valley', 'California', 'Napa') ==> ('NoDesignation', 'US')	0.018	0.432	2.957
('Napa Valley',) ==> ('US', 'NoDesignation')	0.018	0.432	2.956
('California', 'Napa Valley') ==> ('US', 'NoDesignation')	0.018	0.432	2.956
('US', 'Sonoma') ==> ('California', 'NoDesignation')	0.023	0.305	2.930
('Sonoma',) ==> ('California', 'US', 'NoDesignation')	0.023	0.305	2.930
('Sonoma',) ==> ('California', 'NoDesignation')	0.023	0.305	2.929
('Sauvignon Blanc', 'US') ==> ('California',)	0.015	0.858	2.911
('Napa',) ==> ('US', 'NoDesignation')	0.025	0.418	2.863
('California', 'Napa') ==> ('US', 'NoDesignation')	0.025	0.418	2.863
('Columbia Valley (WA)',) ==> ('US', 'NoDesignation')	0.014	0.416	2.847
('Columbia Valley', 'Columbia Valley (WA)') ==> ('US', 'NoDesignation')	0.014	0.416	2.847
('Washington', 'Columbia Valley (WA)') ==> ('US', 'NoDesignation')	0.014	0.416	2.847
('Columbia Valley', 'Washington', 'Columbia Valley (WA)') ==> ('NoDesignation', 'US')	0.014	0.416	2.847
('Merlot',) ==> ('US', 'NoDesignation')	0.014	0.414	2.835
('Cabernet Sauvignon', 'NoRegion_2') ==> ('NoRegion_1',)	0.012	0.459	2.762
('US', 'Cabernet Sauvignon') ==> ('California',)	0.049	0.812	2.754
('Chardonnay', 'US', 'NoDesignation') ==> ('California',)	0.017	0.804	2.728
('Chardonnay', 'US') ==> ('California',)	0.043	0.804	2.728
('US', 'Cabernet Sauvignon', 'NoDesignation') ==> ('California',)	0.022	0.799	2.708
('Pinot Noir', 'NoDesignation', 'US') ==> ('California',)	0.014	0.782	2.652
('California', 'Chardonnay') ==> ('US', 'NoDesignation')	0.017	0.387	2.647
('Washington',) ==> ('NoDesignation', 'US')	0.024	0.367	2.513
('Pinot Noir', 'US') ==> ('California',)	0.051	0.738	2.503
('Columbia Valley',) ==> ('NoDesignation', 'US')	0.022	0.363	2.484
('Columbia Valley', 'Washington') ==> ('US', 'NoDesignation')	0.022	0.363	2.484
('Finger Lakes',) ==> ('US',)	0.010	1.000	2.419
('Napa',) ==> ('US',)	0.060	1.000	2.419
('Napa Valley',) ==> ('US',)	0.041	1.000	2.419
