rule	support	confidence	lift
('Australia', 'NoRegion_2') ==> ('South Australia',)	0.020	0.606	30.450
('South Australia',) ==> ('Australia',)	0.020	1.000	30.450
('South Australia',) ==> ('Australia', 'NoRegion_2')	0.020	1.000	30.450
('South Australia', 'NoRegion_2') ==> ('Australia',)	0.020	1.000	30.450
('Burgundy',) ==> ('France', 'Pinot Noir')	0.012	0.414	30.121
('Burgundy',) ==> ('France', 'Pinot Noir', 'NoRegion_2')	0.012	0.414	30.121
('Burgundy', 'NoRegion_2') ==> ('France', 'Pinot Noir')	0.012	0.414	30.121
('France', 'Pinot Noir') ==> ('Burgundy',)	0.012	0.860	30.121
('France', 'Pinot Noir') ==> ('Burgundy', 'NoRegion_2')	0.012	0.860	30.121
('France', 'Pinot Noir', 'NoRegion_2') ==> ('Burgundy',)	0.012	0.860	30.121
('Burgundy',) ==> ('France', 'Chardonnay')	0.016	0.557	29.089
('France', 'Chardonnay') ==> ('Burgundy',)	0.016	0.830	29.089
('Burgundy',) ==> ('France', 'Chardonnay', 'NoRegion_2')	0.016	0.557	29.089
('Burgundy', 'NoRegion_2') ==> ('France', 'Chardonnay')	0.016	0.557	29.089
('France', 'Chardonnay') ==> ('Burgundy', 'NoRegion_2')	0.016	0.830	29.089
('France', 'Chardonnay', 'NoRegion_2') ==> ('Burgundy',)	0.016	0.830	29.089
('Portuguese Red',) ==> ('Portugal',)	0.015	1.000	28.362
('Portugal',) ==> ('Portuguese Red',)	0.015	0.416	28.362
('Portuguese Red',) ==> ('NoRegion_1', 'Portugal')	0.015	1.000	28.362
('Portugal',) ==> ('NoRegion_1', 'Portuguese Red')	0.015	0.416	28.362
('NoRegion_1', 'Portuguese Red') ==> ('Portugal',)	0.015	1.000	28.362
('NoRegion_1', 'Portugal') ==> ('Portuguese Red',)	0.015	0.416	28.362
('Portuguese Red',) ==> ('Portugal', 'NoRegion_2')	0.015	1.000	28.362
('Portugal',) ==> ('Portuguese Red', 'NoRegion_2')	0.015	0.416	28.362
('Portuguese Red', 'NoRegion_2') ==> ('Portugal',)	0.015	1.000	28.362
('Portugal', 'NoRegion_2') ==> ('Portuguese Red',)	0.015	0.416	28.362
('Portugal',) ==> ('NoRegion_1', 'Portuguese Red', 'NoRegion_2')	0.015	0.416	28.362
('Portuguese Red',) ==> ('NoRegion_1', 'Portugal', 'NoRegion_2')	0.015	1.000	28.362
('Portugal', 'NoRegion_2') ==> ('NoRegion_1', 'Portuguese Red')	0.015	0.416	28.362
('NoRegion_1', 'Portugal') ==> ('Portuguese Red', 'NoRegion_2')	0.015	0.416	28.362
('Portuguese Red', 'NoRegion_2') ==> ('NoRegion_1', 'Portugal')	0.015	1.000	28.362
('NoRegion_1', 'Portuguese Red') ==> ('Portugal', 'NoRegion_2')	0.015	1.000	28.362
('NoRegion_1', 'Portugal', 'NoRegion_2') ==> ('Portuguese Red',)	0.015	0.416	28.362
('NoRegion_1', 'Portuguese Red', 'NoRegion_2') ==> ('Portugal',)	0.015	1.000	28.362
('Malbec', 'Argentina') ==> ('Mendoza Province',)	0.013	0.883	28.102
('Malbec', 'Argentina') ==> ('Mendoza Province', 'NoRegion_2')	0.013	0.883	28.102
('NoRegion_2', 'Malbec', 'Argentina') ==> ('Mendoza Province',)	0.013	0.883	28.102
('Mendoza Province',) ==> ('Malbec', 'Argentina')	0.013	0.400	28.102
('Mendoza Province',) ==> ('NoRegion_2', 'Malbec', 'Argentina')	0.013	0.400	28.102
('Mendoza Province', 'NoRegion_2') ==> ('Malbec', 'Argentina')	0.013	0.400	28.102
('Argentina',) ==> ('Mendoza',)	0.024	0.637	26.805
('Argentina',) ==> ('Mendoza', 'Mendoza Province')	0.024	0.637	26.805
('Argentina',) ==> ('Mendoza', 'NoRegion_2')	0.024	0.637	26.805
('NoRegion_2', 'Argentina') ==> ('Mendoza',)	0.024	0.637	26.805
('Argentina',) ==> ('NoRegion_2', 'Mendoza Province', 'Mendoza')	0.024	0.637	26.805
('NoRegion_2', 'Argentina') ==> ('Mendoza Province', 'Mendoza')	0.024	0.637	26.805
('Mendoza Province',) ==> ('Argentina',)	0.031	1.000	26.805
('Argentina',) ==> ('Mendoza Province',)	0.031	0.842	26.805
('Mendoza',) ==> ('Argentina',)	0.024	1.000	26.805
('Mendoza', 'Mendoza Province') ==> ('Argentina',)	0.024	1.000	26.805
('Mendoza Province',) ==> ('Argentina', 'NoRegion_2')	0.031	1.000	26.805
('Argentina',) ==> ('Mendoza Province', 'NoRegion_2')	0.031	0.842	26.805
('Mendoza Province', 'NoRegion_2') ==> ('Argentina',)	0.031	1.000	26.805
('Argentina', 'NoRegion_2') ==> ('Mendoza Province',)	0.031	0.842	26.805
('Mendoza',) ==> ('NoRegion_2', 'Argentina')	0.024	1.000	26.805
('Mendoza', 'NoRegion_2') ==> ('Argentina',)	0.024	1.000	26.805
('Argentina',) ==> ('Malbec', 'Mendoza Province')	0.013	0.337	26.805
('Malbec', 'Mendoza Province') ==> ('Argentina',)	0.013	1.000	26.805
('Argentina',) ==> ('Malbec', 'Mendoza Province', 'NoRegion_2')	0.013	0.337	26.805
('NoRegion_2', 'Argentina') ==> ('Malbec', 'Mendoza Province')	0.013	0.337	26.805
('Malbec', 'Mendoza Province') ==> ('NoRegion_2', 'Argentina')	0.013	1.000	26.805
('Malbec', 'Mendoza Province', 'NoRegion_2') ==> ('Argentina',)	0.013	1.000	26.805
('Mendoza Province', 'Mendoza') ==> ('NoRegion_2', 'Argentina')	0.024	1.000	26.805
('NoRegion_2', 'Mendoza Province', 'Mendoza') ==> ('Argentina',)	0.024	1.000	26.805
('Tempranillo', 'Spain') ==> ('Northern Spain',)	0.012	0.832	25.667
('Tempranillo', 'Spain') ==> ('Northern Spain', 'NoRegion_2')	0.012	0.832	25.667
('Tempranillo', 'Spain', 'NoRegion_2') ==> ('Northern Spain',)	0.012	0.832	25.667
('Northern Spain',) ==> ('Tempranillo', 'Spain')	0.012	0.365	25.667
('Northern Spain',) ==> ('Tempranillo', 'Spain', 'NoRegion_2')	0.012	0.365	25.667
('Northern Spain', 'NoRegion_2') ==> ('Tempranillo', 'Spain')	0.012	0.365	25.667
('Northern Spain',) ==> ('Tempranillo', 'NoRegion_2')	0.012	0.365	24.656
('Tempranillo', 'NoRegion_2') ==> ('Northern Spain',)	0.012	0.799	24.656
('Tempranillo', 'NoRegion_2') ==> ('Northern Spain', 'Spain')	0.012	0.799	24.656
('Northern Spain', 'Spain') ==> ('Tempranillo', 'NoRegion_2')	0.012	0.365	24.656
('France', 'Bordeaux-style Red Blend') ==> ('Bordeaux', 'NoDesignation')	0.016	0.498	24.379
('Bordeaux', 'NoDesignation') ==> ('France', 'Bordeaux-style Red Blend')	0.016	0.801	24.379
('France', 'Bordeaux-style Red Blend') ==> ('Bordeaux', 'NoDesignation', 'NoRegion_2')	0.016	0.498	24.379
('Bordeaux', 'NoDesignation') ==> ('Bordeaux-style Red Blend', 'France', 'NoRegion_2')	0.016	0.801	24.379
('Bordeaux-style Red Blend', 'France', 'NoRegion_2') ==> ('Bordeaux', 'NoDesignation')	0.016	0.498	24.379
('Bordeaux', 'NoDesignation', 'NoRegion_2') ==> ('France', 'Bordeaux-style Red Blend')	0.016	0.801	24.379
('Bordeaux',) ==> ('France', 'NoDesignation', 'Bordeaux-style Red Blend')	0.016	0.404	24.287
('France', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('Bordeaux',)	0.016	0.983	24.287
('Bordeaux',) ==> ('Bordeaux-style Red Blend', 'France', 'NoDesignation', 'NoRegion_2')	0.016	0.404	24.287
('Bordeaux', 'NoRegion_2') ==> ('France', 'NoDesignation', 'Bordeaux-style Red Blend')	0.016	0.404	24.287
('France', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('Bordeaux', 'NoRegion_2')	0.016	0.983	24.287
('Bordeaux-style Red Blend', 'France', 'NoDesignation', 'NoRegion_2') ==> ('Bordeaux',)	0.016	0.983	24.287
('Bordeaux',) ==> ('NoRegion_2', 'NoDesignation', 'Bordeaux-style Red Blend')	0.016	0.404	23.925
('NoRegion_2', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('Bordeaux',)	0.016	0.969	23.925
('France', 'Bordeaux') ==> ('Bordeaux-style Red Blend', 'NoDesignation', 'NoRegion_2')	0.016	0.404	23.925
('Bordeaux-style Red Blend', 'NoDesignation', 'NoRegion_2') ==> ('France', 'Bordeaux')	0.016	0.969	23.925
('Bordeaux',) ==> ('France', 'Bordeaux-style Red Blend')	0.032	0.784	23.868
('France', 'Bordeaux-style Red Blend') ==> ('Bordeaux',)	0.032	0.966	23.868
('Bordeaux',) ==> ('NoRegion_2', 'France', 'Bordeaux-style Red Blend')	0.032	0.784	23.868
('France', 'Bordeaux-style Red Blend') ==> ('Bordeaux', 'NoRegion_2')	0.032	0.966	23.868
('Bordeaux', 'NoRegion_2') ==> ('France', 'Bordeaux-style Red Blend')	0.032	0.784	23.868
('NoRegion_2', 'France', 'Bordeaux-style Red Blend') ==> ('Bordeaux',)	0.032	0.966	23.868
('Germany',) ==> ('Riesling',)	0.014	0.854	23.331
('Riesling',) ==> ('Germany',)	0.014	0.379	23.331
('Riesling',) ==> ('Germany', 'NoRegion_2')	0.014	0.379	23.331
('Germany', 'NoRegion_2') ==> ('Riesling',)	0.014	0.854	23.331
('Riesling',) ==> ('NoRegion_1', 'Germany')	0.014	0.379	23.331
('NoRegion_1', 'Germany') ==> ('Riesling',)	0.014	0.854	23.331
('Riesling',) ==> ('NoRegion_1', 'Germany', 'NoRegion_2')	0.014	0.379	23.331
('NoRegion_1', 'Germany', 'NoRegion_2') ==> ('Riesling',)	0.014	0.854	23.331
('Russian River Valley',) ==> ('Pinot Noir', 'Sonoma')	0.011	0.454	23.271
('Pinot Noir', 'Sonoma') ==> ('Russian River Valley',)	0.011	0.551	23.271
('Russian River Valley',) ==> ('Sonoma', 'Pinot Noir', 'US')	0.011	0.454	23.271
('Pinot Noir', 'Sonoma') ==> ('US', 'Russian River Valley')	0.011	0.551	23.271
('US', 'Russian River Valley') ==> ('Pinot Noir', 'Sonoma')	0.011	0.454	23.271
('Sonoma', 'Pinot Noir', 'US') ==> ('Russian River Valley',)	0.011	0.551	23.271
('Russian River Valley',) ==> ('California', 'Pinot Noir', 'Sonoma')	0.011	0.454	23.271
('California', 'Russian River Valley') ==> ('Pinot Noir', 'Sonoma')	0.011	0.454	23.271
('Pinot Noir', 'Sonoma') ==> ('California', 'Russian River Valley')	0.011	0.551	23.271
('California', 'Pinot Noir', 'Sonoma') ==> ('Russian River Valley',)	0.011	0.551	23.271
('Russian River Valley',) ==> ('California', 'Pinot Noir', 'US', 'Sonoma')	0.011	0.454	23.271
('California', 'Russian River Valley') ==> ('US', 'Pinot Noir', 'Sonoma')	0.011	0.454	23.271
('US', 'Russian River Valley') ==> ('California', 'Pinot Noir', 'Sonoma')	0.011	0.454	23.271
('Pinot Noir', 'Sonoma') ==> ('California', 'US', 'Russian River Valley')	0.011	0.551	23.271
('California', 'US', 'Russian River Valley') ==> ('Pinot Noir', 'Sonoma')	0.011	0.454	23.271
('California', 'Pinot Noir', 'Sonoma') ==> ('US', 'Russian River Valley')	0.011	0.551	23.271
('US', 'Pinot Noir', 'Sonoma') ==> ('California', 'Russian River Valley')	0.011	0.551	23.271
('California', 'Pinot Noir', 'US', 'Sonoma') ==> ('Russian River Valley',)	0.011	0.551	23.271
('Bordeaux',) ==> ('NoDesignation', 'Bordeaux-style Red Blend')	0.016	0.404	23.083
('NoDesignation', 'Bordeaux-style Red Blend') ==> ('Bordeaux',)	0.016	0.935	23.083
('NoDesignation', 'Bordeaux-style Red Blend') ==> ('France', 'Bordeaux')	0.016	0.935	23.083
('France', 'Bordeaux') ==> ('NoDesignation', 'Bordeaux-style Red Blend')	0.016	0.404	23.083
('NoDesignation', 'Bordeaux-style Red Blend') ==> ('Bordeaux', 'NoRegion_2')	0.016	0.935	23.083
('Bordeaux', 'NoRegion_2') ==> ('NoDesignation', 'Bordeaux-style Red Blend')	0.016	0.404	23.083
('NoDesignation', 'Bordeaux-style Red Blend') ==> ('France', 'Bordeaux', 'NoRegion_2')	0.016	0.935	23.083
('France', 'Bordeaux', 'NoRegion_2') ==> ('NoDesignation', 'Bordeaux-style Red Blend')	0.016	0.404	23.083
('NoRegion_2', 'Bordeaux-style Red Blend') ==> ('Bordeaux', 'NoDesignation')	0.016	0.441	21.577
('Bordeaux-style Red Blend', 'NoRegion_2') ==> ('France', 'Bordeaux', 'NoDesignation')	0.016	0.441	21.577
('Bordeaux', 'NoDesignation') ==> ('NoRegion_2', 'Bordeaux-style Red Blend')	0.016	0.801	21.577
('France', 'Bordeaux', 'NoDesignation') ==> ('Bordeaux-style Red Blend', 'NoRegion_2')	0.016	0.801	21.577
('Mendoza Province',) ==> ('Malbec', 'NoRegion_2')	0.013	0.400	21.573
('Malbec', 'NoRegion_2') ==> ('Mendoza Province',)	0.013	0.678	21.573
('Mendoza Province', 'Argentina') ==> ('Malbec', 'NoRegion_2')	0.013	0.400	21.573
('Malbec', 'NoRegion_2') ==> ('Mendoza Province', 'Argentina')	0.013	0.678	21.573
('Tempranillo',) ==> ('Northern Spain',)	0.012	0.697	21.501
('Tempranillo',) ==> ('Northern Spain', 'Spain')	0.012	0.697	21.501
('Tempranillo',) ==> ('Northern Spain', 'NoRegion_2')	0.012	0.697	21.501
('Tempranillo',) ==> ('Northern Spain', 'Spain', 'NoRegion_2')	0.012	0.697	21.501
('Northern Spain',) ==> ('Tempranillo',)	0.012	0.365	21.501
('Northern Spain', 'Spain') ==> ('Tempranillo',)	0.012	0.365	21.501
('Northern Spain', 'NoRegion_2') ==> ('Tempranillo',)	0.012	0.365	21.501
('Northern Spain', 'Spain', 'NoRegion_2') ==> ('Tempranillo',)	0.012	0.365	21.501
('NoRegion_2', 'Bordeaux-style Red Blend') ==> ('Bordeaux',)	0.032	0.855	21.125
('NoRegion_2', 'Bordeaux-style Red Blend') ==> ('France', 'Bordeaux')	0.032	0.855	21.125
('Bordeaux',) ==> ('NoRegion_2', 'Bordeaux-style Red Blend')	0.032	0.784	21.125
('France', 'Bordeaux') ==> ('NoRegion_2', 'Bordeaux-style Red Blend')	0.032	0.784	21.125
('Toscana',) ==> ('Tuscany',)	0.012	1.000	20.731
('Brunello di Montalcino',) ==> ('Tuscany',)	0.012	1.000	20.731
('Toscana',) ==> ('NoRegion_2', 'Tuscany')	0.012	1.000	20.731
('Toscana', 'NoRegion_2') ==> ('Tuscany',)	0.012	1.000	20.731
('Toscana',) ==> ('Tuscany', 'Italy')	0.012	1.000	20.731
('Toscana', 'Italy') ==> ('Tuscany',)	0.012	1.000	20.731
('Brunello di Montalcino',) ==> ('Tuscany', 'Italy')	0.012	1.000	20.731
('Brunello di Montalcino', 'Italy') ==> ('Tuscany',)	0.012	1.000	20.731
('Brunello di Montalcino',) ==> ('NoRegion_2', 'Tuscany')	0.012	1.000	20.731
('Brunello di Montalcino', 'NoRegion_2') ==> ('Tuscany',)	0.012	1.000	20.731
('Brunello di Montalcino',) ==> ('NoRegion_2', 'Tuscany', 'Italy')	0.012	1.000	20.731
('Brunello di Montalcino', 'Italy') ==> ('NoRegion_2', 'Tuscany')	0.012	1.000	20.731
('Brunello di Montalcino', 'NoRegion_2') ==> ('Tuscany', 'Italy')	0.012	1.000	20.731
('NoRegion_2', 'Brunello di Montalcino', 'Italy') ==> ('Tuscany',)	0.012	1.000	20.731
('Toscana',) ==> ('NoRegion_2', 'Tuscany', 'Italy')	0.012	1.000	20.731
('Toscana', 'Italy') ==> ('NoRegion_2', 'Tuscany')	0.012	1.000	20.731
('Toscana', 'NoRegion_2') ==> ('Tuscany', 'Italy')	0.012	1.000	20.731
('NoRegion_2', 'Toscana', 'Italy') ==> ('Tuscany',)	0.012	1.000	20.731
('Argentina',) ==> ('Malbec', 'NoRegion_2')	0.014	0.382	20.578
('Malbec', 'NoRegion_2') ==> ('Argentina',)	0.014	0.768	20.578
('Tuscany',) ==> ('Sangiovese', 'Italy')	0.017	0.348	19.284
('Sangiovese', 'Italy') ==> ('Tuscany',)	0.017	0.930	19.284
('Tuscany',) ==> ('NoRegion_2', 'Sangiovese', 'Italy')	0.017	0.348	19.284
('Sangiovese', 'Italy') ==> ('NoRegion_2', 'Tuscany')	0.017	0.930	19.284
('NoRegion_2', 'Tuscany') ==> ('Sangiovese', 'Italy')	0.017	0.348	19.284
('NoRegion_2', 'Sangiovese', 'Italy') ==> ('Tuscany',)	0.017	0.930	19.284
('Tuscany',) ==> ('Sangiovese', 'NoRegion_2')	0.017	0.348	19.080
('Sangiovese', 'NoRegion_2') ==> ('Tuscany',)	0.017	0.920	19.080
('Tuscany', 'Italy') ==> ('Sangiovese', 'NoRegion_2')	0.017	0.348	19.080
('Sangiovese', 'NoRegion_2') ==> ('Tuscany', 'Italy')	0.017	0.920	19.080
('Columbia Valley', 'NoDesignation') ==> ('Columbia Valley (WA)',)	0.014	0.623	18.891
('Columbia Valley', 'NoDesignation') ==> ('US', 'Columbia Valley (WA)')	0.014	0.623	18.891
('Columbia Valley', 'US', 'NoDesignation') ==> ('Columbia Valley (WA)',)	0.014	0.623	18.891
('Columbia Valley', 'NoDesignation') ==> ('Washington', 'Columbia Valley (WA)')	0.014	0.623	18.891
('Columbia Valley', 'NoDesignation', 'Washington') ==> ('Columbia Valley (WA)',)	0.014	0.623	18.891
('Columbia Valley', 'NoDesignation') ==> ('US', 'Washington', 'Columbia Valley (WA)')	0.014	0.623	18.891
('Columbia Valley', 'NoDesignation', 'Washington') ==> ('US', 'Columbia Valley (WA)')	0.014	0.623	18.891
('Columbia Valley', 'NoDesignation', 'US') ==> ('Washington', 'Columbia Valley (WA)')	0.014	0.623	18.891
('Columbia Valley', 'NoDesignation', 'Washington', 'US') ==> ('Columbia Valley (WA)',)	0.014	0.623	18.891
('Columbia Valley (WA)',) ==> ('Columbia Valley', 'NoDesignation')	0.014	0.416	18.891
('Columbia Valley (WA)',) ==> ('Columbia Valley', 'US', 'NoDesignation')	0.014	0.416	18.891
('US', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'NoDesignation')	0.014	0.416	18.891
('Columbia Valley (WA)',) ==> ('Columbia Valley', 'NoDesignation', 'Washington')	0.014	0.416	18.891
('Washington', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'NoDesignation')	0.014	0.416	18.891
('Columbia Valley (WA)',) ==> ('Columbia Valley', 'NoDesignation', 'Washington', 'US')	0.014	0.416	18.891
('Washington', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'NoDesignation', 'US')	0.014	0.416	18.891
('US', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'NoDesignation', 'Washington')	0.014	0.416	18.891
('US', 'Washington', 'Columbia Valley (WA)') ==> ('Columbia Valley', 'NoDesignation')	0.014	0.416	18.891
('Malbec',) ==> ('Mendoza Province',)	0.013	0.591	18.807
('Mendoza Province',) ==> ('Malbec',)	0.013	0.400	18.807
('Malbec',) ==> ('Mendoza Province', 'NoRegion_2')	0.013	0.591	18.807
('Mendoza Province', 'NoRegion_2') ==> ('Malbec',)	0.013	0.400	18.807
('Malbec',) ==> ('Mendoza Province', 'Argentina')	0.013	0.591	18.807
('Mendoza Province', 'Argentina') ==> ('Malbec',)	0.013	0.400	18.807
('Malbec',) ==> ('NoRegion_2', 'Mendoza Province', 'Argentina')	0.013	0.591	18.807
('NoRegion_2', 'Mendoza Province', 'Argentina') ==> ('Malbec',)	0.013	0.400	18.807
('Rioja',) ==> ('Spain',)	0.013	1.000	18.256
('Northern Spain',) ==> ('Spain',)	0.032	1.000	18.256
('Spain',) ==> ('Northern Spain',)	0.032	0.592	18.256
('Northern Spain', 'Rioja') ==> ('Spain',)	0.013	1.000	18.256
('Northern Spain',) ==> ('Spain', 'NoRegion_2')	0.032	1.000	18.256
('Spain',) ==> ('Northern Spain', 'NoRegion_2')	0.032	0.592	18.256
('Northern Spain', 'NoRegion_2') ==> ('Spain',)	0.032	1.000	18.256
('Spain', 'NoRegion_2') ==> ('Northern Spain',)	0.032	0.592	18.256
('Tempranillo', 'Northern Spain') ==> ('Spain',)	0.012	1.000	18.256
('Rioja',) ==> ('Spain', 'NoRegion_2')	0.013	1.000	18.256
('Rioja', 'NoRegion_2') ==> ('Spain',)	0.013	1.000	18.256
('Tempranillo', 'Northern Spain') ==> ('Spain', 'NoRegion_2')	0.012	1.000	18.256
('Tempranillo', 'Northern Spain', 'NoRegion_2') ==> ('Spain',)	0.012	1.000	18.256
('Northern Spain', 'Rioja') ==> ('Spain', 'NoRegion_2')	0.013	1.000	18.256
('Northern Spain', 'Rioja', 'NoRegion_2') ==> ('Spain',)	0.013	1.000	18.256
('Malbec',) ==> ('Argentina',)	0.014	0.669	17.940
('Argentina',) ==> ('Malbec',)	0.014	0.382	17.940
('Malbec',) ==> ('NoRegion_2', 'Argentina')	0.014	0.669	17.940
('NoRegion_2', 'Argentina') ==> ('Malbec',)	0.014	0.382	17.940
('Columbia Valley (WA)',) ==> ('NoDesignation', 'Washington')	0.014	0.416	17.539
('NoDesignation', 'Washington') ==> ('Columbia Valley (WA)',)	0.014	0.578	17.539
('Columbia Valley (WA)',) ==> ('US', 'Washington', 'NoDesignation')	0.014	0.416	17.539
('NoDesignation', 'Washington') ==> ('US', 'Columbia Valley (WA)')	0.014	0.578	17.539
('US', 'Columbia Valley (WA)') ==> ('NoDesignation', 'Washington')	0.014	0.416	17.539
('US', 'Washington', 'NoDesignation') ==> ('Columbia Valley (WA)',)	0.014	0.578	17.539
('NoDesignation', 'Washington') ==> ('Columbia Valley', 'Columbia Valley (WA)')	0.014	0.578	17.539
('Columbia Valley', 'Columbia Valley (WA)') ==> ('NoDesignation', 'Washington')	0.014	0.416	17.539
('Columbia Valley', 'Columbia Valley (WA)') ==> ('NoDesignation', 'Washington', 'US')	0.014	0.416	17.539
('NoDesignation', 'Washington') ==> ('Columbia Valley', 'US', 'Columbia Valley (WA)')	0.014	0.578	17.539
('Columbia Valley', 'US', 'Columbia Valley (WA)') ==> ('NoDesignation', 'Washington')	0.014	0.416	17.539
('NoDesignation', 'Washington', 'US') ==> ('Columbia Valley', 'Columbia Valley (WA)')	0.014	0.578	17.539
('Tempranillo', 'NoRegion_2') ==> ('Spain',)	0.014	0.961	17.537
('Napa Valley',) ==> ('NoDesignation', 'Napa')	0.018	0.432	17.282
('NoDesignation', 'Napa') ==> ('Napa Valley',)	0.018	0.711	17.282
('Napa Valley',) ==> ('US', 'NoDesignation', 'Napa')	0.018	0.432	17.282
('US', 'Napa Valley') ==> ('NoDesignation', 'Napa')	0.018	0.432	17.282
('NoDesignation', 'Napa') ==> ('US', 'Napa Valley')	0.018	0.711	17.282
('US', 'NoDesignation', 'Napa') ==> ('Napa Valley',)	0.018	0.711	17.282
('Napa Valley',) ==> ('California', 'NoDesignation', 'Napa')	0.018	0.432	17.282
('NoDesignation', 'Napa') ==> ('California', 'Napa Valley')	0.018	0.711	17.282
('California', 'Napa Valley') ==> ('NoDesignation', 'Napa')	0.018	0.432	17.282
('California', 'NoDesignation', 'Napa') ==> ('Napa Valley',)	0.018	0.711	17.282
('Napa Valley',) ==> ('California', 'NoDesignation', 'US', 'Napa')	0.018	0.432	17.282
('NoDesignation', 'Napa') ==> ('California', 'US', 'Napa Valley')	0.018	0.711	17.282
('California', 'Napa Valley') ==> ('US', 'NoDesignation', 'Napa')	0.018	0.432	17.282
('US', 'Napa Valley') ==> ('California', 'NoDesignation', 'Napa')	0.018	0.432	17.282
('California', 'NoDesignation', 'Napa') ==> ('US', 'Napa Valley')	0.018	0.711	17.282
('US', 'NoDesignation', 'Napa') ==> ('California', 'Napa Valley')	0.018	0.711	17.282
('California', 'US', 'Napa Valley') ==> ('NoDesignation', 'Napa')	0.018	0.432	17.282
('California', 'NoDesignation', 'US', 'Napa') ==> ('Napa Valley',)	0.018	0.711	17.282
('NoDesignation', 'Napa Valley') ==> ('Napa',)	0.018	1.000	16.736
('Cabernet Sauvignon', 'Napa Valley') ==> ('Napa',)	0.017	1.000	16.736
('NoDesignation', 'Napa Valley') ==> ('US', 'Napa')	0.018	1.000	16.736
('US', 'NoDesignation', 'Napa Valley') ==> ('Napa',)	0.018	1.000	16.736
('Cabernet Sauvignon', 'Napa Valley') ==> ('US', 'Napa')	0.017	1.000	16.736
('US', 'Cabernet Sauvignon', 'Napa Valley') ==> ('Napa',)	0.017	1.000	16.736
('Cabernet Sauvignon', 'Napa Valley') ==> ('California', 'Napa')	0.017	1.000	16.736
('California', 'Cabernet Sauvignon', 'Napa Valley') ==> ('Napa',)	0.017	1.000	16.736
('NoDesignation', 'Napa Valley') ==> ('California', 'Napa')	0.018	1.000	16.736
('California', 'NoDesignation', 'Napa Valley') ==> ('Napa',)	0.018	1.000	16.736
('NoDesignation', 'Napa Valley') ==> ('California', 'US', 'Napa')	0.018	1.000	16.736
('California', 'NoDesignation', 'Napa Valley') ==> ('US', 'Napa')	0.018	1.000	16.736
('US', 'NoDesignation', 'Napa Valley') ==> ('California', 'Napa')	0.018	1.000	16.736
('California', 'NoDesignation', 'US', 'Napa Valley') ==> ('Napa',)	0.018	1.000	16.736
('Cabernet Sauvignon', 'Napa Valley') ==> ('California', 'US', 'Napa')	0.017	1.000	16.736
('California', 'Cabernet Sauvignon', 'Napa Valley') ==> ('US', 'Napa')	0.017	1.000	16.736
('US', 'Cabernet Sauvignon', 'Napa Valley') ==> ('California', 'Napa')	0.017	1.000	16.736
('California', 'US', 'Cabernet Sauvignon', 'Napa Valley') ==> ('Napa',)	0.017	1.000	16.736
('Napa',) ==> ('Napa Valley',)	0.041	0.688	16.733
('Napa Valley',) ==> ('Napa',)	0.041	1.000	16.733
('Napa Valley',) ==> ('California', 'Napa')	0.041	1.000	16.733
('Napa',) ==> ('California', 'Napa Valley')	0.041	0.688	16.733
('California', 'Napa Valley') ==> ('Napa',)	0.041	1.000	16.733
('California', 'Napa') ==> ('Napa Valley',)	0.041	0.688	16.733
('Napa Valley',) ==> ('US', 'Napa')	0.041	1.000	16.733
('Napa',) ==> ('US', 'Napa Valley')	0.041	0.688	16.733
('US', 'Napa Valley') ==> ('Napa',)	0.041	1.000	16.733
('US', 'Napa') ==> ('Napa Valley',)	0.041	0.688	16.733
('Napa',) ==> ('California', 'US', 'Napa Valley')	0.041	0.688	16.733
('Napa Valley',) ==> ('California', 'US', 'Napa')	0.041	1.000	16.733
('California', 'Napa') ==> ('US', 'Napa Valley')	0.041	0.688	16.733
('US', 'Napa') ==> ('California', 'Napa Valley')	0.041	0.688	16.733
('California', 'Napa Valley') ==> ('US', 'Napa')	0.041	1.000	16.733
('US', 'Napa Valley') ==> ('California', 'Napa')	0.041	1.000	16.733
('California', 'US', 'Napa') ==> ('Napa Valley',)	0.041	0.688	16.733
('California', 'US', 'Napa Valley') ==> ('Napa',)	0.041	1.000	16.733
('Columbia Valley',) ==> ('Columbia Valley (WA)',)	0.033	0.543	16.484
('Columbia Valley (WA)',) ==> ('Columbia Valley',)	0.033	1.000	16.484
('Columbia Valley',) ==> ('Washington', 'Columbia Valley (WA)')	0.033	0.543	16.484
('Columbia Valley (WA)',) ==> ('Columbia Valley', 'Washington')	0.033	1.000	16.484
('Columbia Valley', 'Washington') ==> ('Columbia Valley (WA)',)	0.033	0.543	16.484
('Washington', 'Columbia Valley (WA)') ==> ('Columbia Valley',)	0.033	1.000	16.484
('NoDesignation', 'Columbia Valley (WA)') ==> ('Columbia Valley',)	0.014	1.000	16.484
('Columbia Valley',) ==> ('US', 'Columbia Valley (WA)')	0.033	0.543	16.484
('Columbia Valley (WA)',) ==> ('Columbia Valley', 'US')	0.033	1.000	16.484
